,user_id,monthly_income,monthly_outcome,class,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,maximum_credit_amount,current_balance,credit_limit,worst_delinquency_date,worst_delinquency_estimated,worst_delinquency_past_due_estimated,payments_per_year,loan_term,loan_amount,_has_account_closing_date
1351,73,333,1576,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/15/16,14160.0,0.0,0.0,No,0.0,0.0,12,1.0,14160.0,1
1355,73,333,1576,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,11/18/16,1000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1000.0,1
1356,73,333,1576,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,10/4/16,1000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1000.0,1
1357,73,333,1576,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,2/9/16,14760.0,0.0,0.0,No,0.0,0.0,12,1.0,14760.0,1
1439,80,87,34957,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Empresarial,16.0,Quincenal,0.0,6/11/14,6499.0,0.0,0.0,10/31/14,1.0,512.0,24,0.6666666666666666,8192.0,1
1440,80,87,34957,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Empresarial,12.0,Quincenal,0.0,2/20/15,6499.0,0.0,0.0,No,0.0,0.0,24,0.5,6499.0,1
1441,80,87,34957,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Empresarial,12.0,Quincenal,0.0,6/19/15,6499.0,0.0,0.0,No,0.0,0.0,24,0.5,6499.0,1
1442,80,87,34957,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,9/4/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
1443,80,87,34957,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,258.0,6/17/15,5000.0,3510.0,0.0,No,0.0,0.0,24,1.0,6192.0,0
1444,80,87,34957,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,24.0,Quincenal,0.0,6/17/15,5000.0,0.0,0.0,No,0.0,0.0,24,1.0,5000.0,1
1445,80,87,34957,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,0.0,1/5/16,10000.0,0.0,0.0,11/30/16,11.0,4830.0,24,1.0,10538.181818181818,1
1449,80,87,34957,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,1500.0,8/30/17,1500.0,1500.0,0.0,No,0.0,0.0,24,0.041666666666666664,1500.0,0
1450,80,87,34957,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,36.0,Mensual,1082.0,8/2/17,25000.0,24284.0,25000.0,No,0.0,0.0,12,3.0,38952.0,0
1451,80,87,34957,0,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,1.0,10/13/15,2457.0,1.0,0.0,No,0.0,0.0,12,0.08333333333333333,1.0,0
1459,80,87,34957,0,FINANCIERA,Pagos Fijos,Línea de Crédito,24.0,Quincenal,0.0,1/12/16,10000.0,0.0,0.0,No,0.0,0.0,24,1.0,10000.0,1
1460,80,87,34957,0,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,0.0,7/13/16,31843.0,0.0,0.0,No,0.0,0.0,12,5.0,31843.0,1
1461,80,87,34957,0,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,36.0,Mensual,0.0,2/22/16,192682.0,0.0,192682.0,No,0.0,0.0,12,3.0,192682.0,1
1462,80,87,34957,0,FINANCIERA,Pagos Fijos,Línea de Crédito,24.0,Quincenal,0.0,6/24/15,5000.0,0.0,0.0,No,0.0,0.0,24,1.0,5000.0,1
1463,80,87,34957,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,5/13/10,20000.0,0.0,0.0,No,0.0,0.0,12,2.0,20000.0,1
1547,84,178,387,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,2/18/05,8080.0,0.0,0.0,10/31/12,13.0,8080.0,12,0.08333333333333333,621.5384615384615,1
1549,84,178,387,0,VENTA POR CATALOGO,Revolvente,Crédito al Consumo,1.0,Mensual,0.0,9/21/11,4000.0,0.0,4000.0,2/29/12,4.0,1676.0,12,0.08333333333333333,419.0,1
1574,86,69579,75754,1,BANCOS,Pagos Fijos,Compra de Automóvil,48.0,Mensual,6047.0,6/15/16,211680.0,177483.0,211680.0,No,0.0,0.0,12,4.0,290256.0,0
1580,86,69579,75754,1,BANCO,Pagos Fijos,Préstamo Personal ,6.0,Mensual,3446.0,8/15/16,79800.0,67848.0,0.0,No,0.0,0.0,12,0.5,20676.0,0
1583,86,69579,75754,1,BANCO,Pagos Fijos,Préstamo Personal ,19.0,Quincenal,0.0,9/12/16,66800.0,0.0,0.0,No,0.0,0.0,24,0.7916666666666666,66800.0,1
1866,89,65683,64835,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,36.0,Mensual,6293.0,8/6/15,163253.0,105490.0,0.0,No,0.0,0.0,12,3.0,226548.0,0
1867,89,65683,64835,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,36.0,Mensual,6293.0,8/6/15,163253.0,105490.0,0.0,No,0.0,0.0,12,3.0,226548.0,0
1868,89,65683,64835,1,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,36.0,Mensual,3595.0,6/22/15,125842.0,64719.0,125842.0,No,0.0,0.0,12,3.0,129420.0,0
1869,89,65683,64835,1,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,36.0,Mensual,3595.0,6/22/15,125842.0,64719.0,125842.0,No,0.0,0.0,12,3.0,129420.0,0
1870,89,65683,64835,1,BANCO,Pagos Fijos,Préstamo Personal ,36.0,Mensual,4106.0,4/1/15,95157.0,52299.0,95157.0,No,0.0,0.0,12,3.0,147816.0,0
1875,89,65683,64835,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,12.0,Mensual,0.0,10/1/14,31564.0,0.0,31564.0,No,0.0,0.0,12,1.0,31564.0,1
1879,90,113280,61296,1,KONFIO,Pagos Fijos,Préstamo Personal ,42.0,Quincenal,0.0,2/8/17,85000.0,0.0,0.0,5/31/17,2.0,4371.0,24,1.75,91791.0,1
1880,90,113280,61296,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,120.0,8/21/15,460.0,460.0,13146.0,No,0.0,0.0,12,1.0,1440.0,0
1881,90,113280,61296,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,72.0,9/22/15,134.0,134.0,13146.0,No,0.0,0.0,12,1.0,864.0,0
1882,90,113280,61296,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,425.0,11/30/15,4228.0,4228.0,13146.0,No,0.0,0.0,12,1.0,5100.0,0
1883,90,113280,61296,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,153.0,12/31/15,1519.0,1519.0,13146.0,No,0.0,0.0,12,1.0,1836.0,0
1884,90,113280,61296,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,461.0,12/24/15,2111.0,2111.0,12618.0,12/31/15,2.0,311.0,12,1.0,1866.0,0
1885,90,113280,61296,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,147.0,12/24/15,1464.0,1464.0,13146.0,No,0.0,0.0,12,1.0,1764.0,0
1886,90,113280,61296,1,MICROFINANCIERA,Pagos Fijos,Préstamo Quirografiario,24.0,Quincenal,0.0,9/21/16,26305.0,0.0,0.0,No,0.0,0.0,24,1.0,26305.0,1
1887,90,113280,61296,1,MICROFINANCIERA,Pagos Fijos,Préstamo Quirografiario,12.0,Quincenal,4823.0,3/23/17,52610.0,14112.0,0.0,No,0.0,0.0,24,0.5,57876.0,0
1892,90,113280,61296,1,BANCO,Pagos Fijos,Compra de Automóvil,60.0,Mensual,3340.0,7/22/16,145803.0,134185.0,0.0,No,0.0,0.0,12,5.0,200400.0,0
1895,90,113280,61296,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,4785.0,4/18/17,30000.0,37279.0,0.0,No,0.0,0.0,12,1.0,57420.0,0
1932,95,74907,112604,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,4/19/17,3000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3000.0,1
1933,95,74907,112604,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,4/10/17,3000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3000.0,1
1934,95,74907,112604,1,BANCO,Pagos Fijos,Compra de Automóvil,60.0,Mensual,4581.0,3/16/16,228086.0,188934.0,228086.0,No,0.0,0.0,12,5.0,274860.0,0
1939,95,74907,112604,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,4/19/17,3000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3000.0,1
1940,95,74907,112604,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,4/10/17,3000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3000.0,1
1941,95,74907,112604,1,COBRANZA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,10/17/16,2440.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2440.0,1
1942,95,74907,112604,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,10/17/16,2440.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2440.0,1
1943,95,74907,112604,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,9/26/16,2140.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2140.0,1
1944,95,74907,112604,1,COBRANZA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,9/26/16,2140.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2140.0,1
1945,95,74907,112604,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,9/15/16,2000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2000.0,1
1946,95,74907,112604,1,COBRANZA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,9/15/16,2000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2000.0,1
1978,98,45833,101070,1,COMPANIA DE PRESTAMO PERSONAL,Pagos Fijos,Línea de Crédito,6.0,Mensual,0.0,6/10/09,10750.0,0.0,0.0,No,0.0,0.0,12,0.5,10750.0,1
1990,98,45833,101070,1,BANCO,Pagos Fijos,Compra de Automóvil,36.0,Mensual,9391.0,6/23/17,311202.0,58607.0,0.0,No,0.0,0.0,12,3.0,338076.0,0
2025,102,666,7805,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,4/16/14,6003.0,0.0,6003.0,No,0.0,0.0,26,0.38461538461538464,6003.0,0
2026,102,666,7805,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Línea de Crédito,18.0,Mensual,17511.0,1/31/15,17511.0,17511.0,6573.0,7/31/16,18.0,17511.0,12,1.5,17511.0,0
2148,106,2368,2490,1,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,10/30/14,10003.0,0.0,10003.0,No,0.0,0.0,26,0.38461538461538464,10003.0,1
2149,106,2368,2490,1,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,3/19/15,11003.0,0.0,11003.0,No,0.0,0.0,26,0.38461538461538464,11003.0,1
2150,106,2368,2490,1,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Catorcenal,0.0,6/24/16,6228.0,0.0,0.0,No,0.0,0.0,26,0.46153846153846156,6228.0,1
2151,106,2368,2490,1,SOFOL EMPRESARIAL,Pagos Fijos,Grupo Solidario,20.0,Semanal,0.0,2/9/07,30000.0,0.0,30000.0,No,0.0,0.0,52,0.38461538461538464,30000.0,1
2152,106,2368,2490,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,26.0,Semanal,0.0,8/12/05,6500.0,0.0,0.0,No,0.0,0.0,52,0.5,6500.0,1
2160,106,2368,2490,1,FONDOS Y FIDEIC,Pagos Fijos,Física Actividad Empresarial,12.0,Mensual,0.0,4/1/16,136567.0,0.0,100000.0,No,0.0,0.0,12,1.0,136567.0,1
2163,106,2368,2490,1,FONDOS Y FIDEIC,Pagos Fijos,Física Actividad Empresarial,36.0,Mensual,0.0,12/14/11,100000.0,0.0,0.0,No,0.0,0.0,12,3.0,100000.0,1
2166,106,2368,2490,1,FONDOS Y FIDEIC,Pagos Fijos,Física Actividad Empresarial,36.0,Mensual,0.0,12/14/11,100000.0,0.0,100000.0,No,0.0,0.0,12,3.0,100000.0,1
2170,107,45297,82295,1,TIENDA COMERCIAL,Pagos Fijos,Línea de Crédito,12.0,Mensual,0.0,4/17/10,2332.0,0.0,200.0,No,0.0,0.0,12,1.0,2332.0,1
2171,108,145774,123010,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,11/2/16,268.0,0.0,740.0,No,0.0,0.0,12,0.08333333333333333,268.0,0
2172,108,145774,123010,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,1/1/13,1413.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1413.0,1
2207,112,12198,11796,1,KONFIO,Pagos Fijos,Préstamo Personal ,48.0,Quincenal,2369.0,12/13/16,65000.0,65751.0,0.0,No,0.0,0.0,24,2.0,113712.0,0
2208,112,12198,11796,1,KONFIO,Pagos Fijos,Préstamo Personal ,6.0,Quincenal,0.0,10/15/14,5000.0,0.0,0.0,No,0.0,0.0,24,0.25,5000.0,1
2209,112,12198,11796,1,KONFIO,Pagos Fijos,Préstamo Personal ,13.0,Quincenal,0.0,1/19/15,12000.0,0.0,0.0,No,0.0,0.0,24,0.5416666666666666,12000.0,1
2210,112,12198,11796,1,KONFIO,Pagos Fijos,Préstamo Personal ,13.0,Quincenal,0.0,5/6/15,15000.0,0.0,0.0,No,0.0,0.0,24,0.5416666666666666,15000.0,1
2211,112,12198,11796,1,KONFIO,Pagos Fijos,Préstamo Personal ,18.0,Quincenal,0.0,10/13/15,20000.0,0.0,0.0,4/30/16,1.0,1711.0,24,0.75,30798.0,1
2212,112,12198,11796,1,KONFIO,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,0.0,6/22/16,40000.0,0.0,0.0,No,0.0,0.0,24,1.0,40000.0,1
2213,112,12198,11796,1,COMPANIA DE FINANCIAMIENTO AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,60.0,Mensual,0.0,5/20/02,120749.0,0.0,0.0,No,0.0,0.0,12,5.0,120749.0,1
2214,112,12198,11796,1,COMPANIA DE FINANCIAMIENTO AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,60.0,Mensual,0.0,5/20/02,120749.0,0.0,0.0,No,0.0,0.0,12,5.0,120749.0,1
2216,112,12198,11796,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,3354.0,12/29/16,2366.0,3354.0,0.0,No,0.0,0.0,12,0.08333333333333333,3354.0,0
2220,112,12198,11796,1,BANCO,Pagos Fijos,Compra de Automóvil,60.0,Mensual,6537.0,12/22/16,158000.0,173233.0,0.0,No,0.0,0.0,12,5.0,392220.0,0
2222,112,12198,11796,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,3/25/11,314.0,0.0,740.0,No,0.0,0.0,12,0.08333333333333333,314.0,0
2223,112,12198,11796,1,COBRANZA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,3/30/16,1400.0,0.0,1400.0,No,0.0,0.0,12,0.08333333333333333,1400.0,1
2224,112,12198,11796,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,3/30/16,1400.0,0.0,1400.0,No,0.0,0.0,12,0.08333333333333333,1400.0,1
2225,112,12198,11796,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,5/31/16,1820.0,0.0,1820.0,No,0.0,0.0,12,0.08333333333333333,1820.0,1
2278,116,6273,2820,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,11/4/13,16569.0,0.0,16569.0,No,0.0,0.0,12,1.0,16569.0,1
2279,116,6273,2820,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,4845.0,3/16/16,6259.0,6259.0,21609.0,5/31/17,13.0,4472.0,12,1.0,4128.0,0
2280,116,6273,2820,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,2317.0,2/11/16,3005.0,3005.0,21609.0,5/31/17,13.0,2123.0,12,1.0,1959.6923076923078,0
2281,116,6273,2820,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,18.0,Mensual,11113.0,9/13/15,11113.0,11113.0,21609.0,11/30/17,13.0,11113.0,12,1.5,15387.23076923077,0
2282,116,6273,2820,0,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,3287.0,10/2/16,3287.0,3287.0,0.0,10/31/17,13.0,3287.0,12,0.08333333333333333,252.84615384615384,0
2283,116,6273,2820,0,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,7/19/15,5600.0,0.0,5600.0,No,0.0,0.0,12,1.0,5600.0,1
2290,116,6273,2820,0,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,20259.0,9/30/17,20259.0,20259.0,20259.0,Missing,3.0,20259.0,12,0.08333333333333333,6753.0,0
2291,116,6273,2820,0,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,2250.0,9/29/17,2250.0,2250.0,2250.0,Missing,3.0,2250.0,12,0.08333333333333333,750.0,0
2475,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,1/1/03,3639.0,0.0,0.0,No,0.0,0.0,52,0.5,3639.0,1
2476,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,5/9/03,2339.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,2339.0,1
2477,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,9/5/04,2683.0,0.0,0.0,12/19/04,3.0,309.0,52,0.5,2678.0,1
2478,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,13.0,Semanal,0.0,4/15/02,914.0,0.0,0.0,No,0.0,0.0,52,0.25,914.0,1
2479,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,43.0,Semanal,0.0,6/22/02,3450.0,0.0,0.0,No,0.0,0.0,52,0.8269230769230769,3450.0,1
2480,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,13.0,Semanal,0.0,1/16/03,1121.0,0.0,0.0,No,0.0,0.0,52,0.25,1121.0,1
2481,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,4/2/03,1580.0,0.0,0.0,9/24/03,3.0,162.0,52,0.5,1404.0,1
2482,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,39.0,Semanal,0.0,6/20/03,2234.0,0.0,0.0,No,0.0,0.0,52,0.75,2234.0,1
2483,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,1/25/04,1338.0,0.0,0.0,No,0.0,0.0,52,0.5,1338.0,1
2484,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,3/6/04,2149.0,0.0,0.0,No,0.0,0.0,52,0.5,2149.0,1
2485,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,39.0,Semanal,0.0,6/27/04,1703.0,0.0,0.0,12/26/04,2.0,88.0,52,0.75,1716.0,1
2486,125,109,12093,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,78.0,Semanal,0.0,2/19/16,25000.0,0.0,9300.0,No,0.0,0.0,52,1.5,25000.0,1
2487,125,109,12093,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,78.0,Semanal,434.0,5/5/17,25000.0,22203.0,25000.0,No,0.0,0.0,52,1.5,33852.0,0
2488,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,10/9/05,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2489,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,3/27/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2490,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,4/17/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2491,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,5/5/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2492,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,5/13/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2493,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,6/17/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2494,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/15/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2495,125,109,12093,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/15/07,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
2496,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,52.0,Semanal,0.0,2/2/09,3896.0,0.0,0.0,11/23/09,5.0,402.0,52,1.0,4180.8,1
2503,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,20.0,Semanal,0.0,10/8/06,4116.0,0.0,4116.0,2/25/07,3.0,189.0,52,0.38461538461538464,1260.0,1
2504,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,12/14/06,6585.0,0.0,6585.0,6/14/07,1.0,126.0,52,1.3461538461538463,8820.0,1
2505,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,30.0,Semanal,0.0,1/5/07,519.0,0.0,519.0,3/9/07,2.0,80.0,52,0.5769230769230769,1200.0,1
2506,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,5/2/07,3517.0,0.0,3517.0,7/18/07,1.0,68.0,52,1.3461538461538463,4760.0,1
2507,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,50.0,Semanal,0.0,12/3/07,2150.0,0.0,2150.0,8/4/08,3.0,154.0,52,0.9615384615384616,2566.666666666667,1
2508,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,50.0,Semanal,0.0,12/3/07,2150.0,0.0,2150.0,8/4/08,3.0,154.0,52,0.9615384615384616,2566.666666666667,1
2509,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,1/21/08,1950.0,0.0,1950.0,8/4/08,3.0,154.0,52,1.3461538461538463,3593.3333333333335,1
2510,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,1/21/08,1560.0,0.0,1560.0,8/4/08,3.0,123.0,52,1.3461538461538463,2870.0,1
2511,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,60.0,Semanal,0.0,9/29/08,1560.0,0.0,1560.0,12/29/08,2.0,80.0,52,1.1538461538461537,2400.0,1
2512,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,20.0,Semanal,0.0,10/27/08,3509.0,0.0,3509.0,12/29/08,2.0,180.0,52,0.38461538461538464,1800.0,1
2513,125,109,12093,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,30.0,Semanal,0.0,11/6/08,2581.0,0.0,2581.0,1/1/09,2.0,125.0,52,0.5769230769230769,1875.0,1
2514,125,109,12093,1,BANCO,Pagos Fijos,Préstamo de Nomina,19.0,Quincenal,3366.0,1/24/17,135000.0,115207.0,0.0,No,0.0,0.0,24,0.7916666666666666,63954.0,0
2515,125,109,12093,1,BANCO,Pagos Fijos,Préstamo de Nomina,19.0,Quincenal,1844.0,8/3/16,72400.0,56808.0,0.0,No,0.0,0.0,24,0.7916666666666666,35036.0,0
2517,125,109,12093,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,6635.0,5/19/17,357018.0,302345.0,357018.0,No,0.0,0.0,12,5.0,398100.0,0
2521,125,109,12093,1,BANCO,Pagos Fijos,Préstamo Personal ,95.0,Quincenal,0.0,5/29/15,108000.0,0.0,0.0,No,0.0,0.0,24,3.9583333333333335,108000.0,1
2522,125,109,12093,1,BANCO,Pagos Fijos,Préstamo de Nomina,95.0,Quincenal,0.0,9/25/15,47000.0,0.0,0.0,No,0.0,0.0,24,3.9583333333333335,47000.0,1
2523,125,109,12093,1,BANCO,Pagos Fijos,Préstamo Personal ,95.0,Quincenal,0.0,9/4/14,8700.0,0.0,0.0,No,0.0,0.0,24,3.9583333333333335,8700.0,1
2525,125,109,12093,1,BANCO,Pagos Fijos,Préstamo de Nomina,73.0,Quincenal,0.0,3/15/12,23000.0,0.0,0.0,No,0.0,0.0,24,3.0416666666666665,23000.0,1
2585,127,199026,4737,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,65.0,Semanal,0.0,2/25/07,7007.0,0.0,0.0,6/22/08,31.0,4801.0,52,1.25,10066.612903225807,0
2588,127,199026,4737,0,AUTOMOTRIZ,Pagos Fijos,Otros (Múltiples Créditos),48.0,Quincenal,751.0,9/12/16,36048.0,33846.0,0.0,No,0.0,0.0,24,2.0,36048.0,0
